[2024-06-26T10:38:47.928] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:08:47.928Z","Ip":"::1","Request_Url":"/InviteManagements/SellerSendInvite","Request_Body":{"InviteCategory":"Buyer","Seller":"667a582d0fab2d7b7da2955a","InviteType":"Existing","Mobile":"9074662332","BuyerCreditLimit":"80.0","BuyerPaymentCycle":"2","BuyerPaymentType":"Cheque","Business":"667a58610fab2d7b7da2955c","ContactName":"surya","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T10:40:34.869] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:10:34.869Z","Ip":"::1","Request_Url":"/InviteManagements/SellerSendInvite","Request_Body":{"InviteCategory":"Buyer","Seller":"667a582d0fab2d7b7da2955a","InviteType":"Existing","Mobile":"9074662332","BuyerCreditLimit":"80.0","BuyerPaymentCycle":"2","BuyerPaymentType":"Cheque","Business":"667a58610fab2d7b7da2955c","ContactName":"surya","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:21:51.587] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:51:51.586Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:22:41.497] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:52:41.497Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:24:25.882] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:54:25.882Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:26:17.289] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:56:17.289Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:29:25.545] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:59:25.544Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:33:43.253] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:03:43.253Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:32.689] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:32.689Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:33.291] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:33.291Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/VerifyOTP","Request_Body":{"Mobile":"7376634306","OTP":"144849","Device_Id":"","Device_Type":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:36.083] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:36.083Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:36.087] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:36.087Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:36.090] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:36.090Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:36.093] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:36.093Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:36.123] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:36.123Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:36.174] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:36.174Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:41.291] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:41.291Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:41.306] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:41.306Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:47.262] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:47.262Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerInvite_StatusUpdate","Request_Body":{"InviteId":"667bb0cc4598231c149fc954","Invite_Status":"Accept","CustomerId":"667a582d0fab2d7b7da2955a","Business":"667a58610fab2d7b7da2955c","BuyerCreditLimit":5000,"BuyerPaymentCycle":"2","BuyerPaymentType":"Cash"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:47.277] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:47.277Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:47.273] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:47.273Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:47.416] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:47.416Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/ConnectedCustomerWithAdvancedFilter","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","Seller":""}},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:48.355] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:48.355Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:49.305] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:49.305Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:50.554] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:50.553Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Accept"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:51.270] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:51.270Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:51.275] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:51.275Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:52.643] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:52.643Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a582d0fab2d7b7da2955a&CustomerCategory=Seller","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:52.712] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:52.712Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a582d0fab2d7b7da2955a&CustomerCategory=Seller","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:54.337] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:54.337Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":"All"},"InvoiceType":"Accept","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:54.341] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:54.341Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a582d0fab2d7b7da2955a&CustomerCategory=Seller","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:56.774] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:56.774Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/ConnectedCustomerWithAdvancedFilter","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"667a58610fab2d7b7da2955c","Buyer":"","BuyerBusiness":"","Seller":""}},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:40:57.863] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:10:57.863Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/BuyerAgainstBusinessList","Request_Body":{"CustomerType":"Owner","CustomerCategory":"Seller","Business":"667a58610fab2d7b7da2955c","Buyer":"667a590f0fab2d7b7da2955e"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:07.397] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:07.397Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CheckInvoiceNumberDuplicate","Request_Body":{"Business":"667a58610fab2d7b7da2955c","BuyerBusiness":"667a5a3f0fab2d7b7da29566","InvoiceNumber":"HS","Seller":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:08.958] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:08.958Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a582d0fab2d7b7da2955a&CustomerCategory=Seller","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:10.414] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:10.414Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/ConnectedCustomerWithAdvancedFilter","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"667a58610fab2d7b7da2955c","Buyer":"","BuyerBusiness":"","Seller":""}},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:11.778] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:11.778Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/BuyerAgainstBusinessList","Request_Body":{"CustomerType":"Owner","CustomerCategory":"Seller","Business":"667a58610fab2d7b7da2955c","Buyer":"667a590f0fab2d7b7da2955e"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:19.960] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:19.960Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CheckInvoiceNumberDuplicate","Request_Body":{"Business":"667a58610fab2d7b7da2955c","BuyerBusiness":"667a5a3f0fab2d7b7da29566","InvoiceNumber":"G","Seller":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:21.340] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:21.340Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/InvoiceCreate","Request_Body":[{"Business":"667a58610fab2d7b7da2955c","BusinessName":"dress shop","Buyer":"667a590f0fab2d7b7da2955e","BuyerName":"surya","BuyerBusiness":"667a5a3f0fab2d7b7da29566","BuyerBusinessName":"dress shop","CurrentCreditAmount":"5000","InvoiceAmount":"1000","InvoiceAttachments":[],"InvoiceDate":"26-06-2024","InvoiceDescription":"","InvoiceNumber":"HS","Seller":"667a582d0fab2d7b7da2955a","TemporaryCreditAmount":"0"},{"Business":"667a58610fab2d7b7da2955c","BusinessName":"dress shop","Buyer":"667a590f0fab2d7b7da2955e","BuyerName":"surya","BuyerBusiness":"667a5a3f0fab2d7b7da29566","BuyerBusinessName":"dress shop","CurrentCreditAmount":"5000","InvoiceAmount":"500","InvoiceAttachments":[],"InvoiceDate":"26-06-2024","InvoiceDescription":"","InvoiceNumber":"G","Seller":"667a582d0fab2d7b7da2955a","TemporaryCreditAmount":"0"}],"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:22.955] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:22.955Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:23.123] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:23.123Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a582d0fab2d7b7da2955a&CustomerCategory=Seller","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:24.436] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:24.436Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:24.442] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:24.442Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:26.181] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:26.181Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/LogOut","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:26.363] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:26.363Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:26.418] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:26.418Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:26.497] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:26.497Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:26.504] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:26.504Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:35.586] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:35.586Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"9074662332"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:36.434] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:36.434Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/VerifyOTP","Request_Body":{"Mobile":"9074662332","OTP":"501047","Device_Id":"","Device_Type":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.520] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.520Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.527] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.527Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.533] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.533Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.540] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.540Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.570] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.570Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.572] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.572Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.577] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.577Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.646] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.646Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:39.726] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:39.726Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:41.937] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:41.937Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":"All"},"InvoiceType":"Accept","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:41:41.943] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:11:41.943Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a590f0fab2d7b7da2955e&CustomerCategory=Buyer","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
